Line,Station,Lat,Long,E_WGS84_Z7,N_WGS84_Z7,ALT,Az,Dur,Noise,rE_0011,rE_0022,rE_0045,rE_0090,rE_0180,rE_0360,rE_0720,rE_1440,rN_0011,rN_0022,rN_0045,rN_0090,rN_0180,rN_0360,rN_0720,rN_1440,iE_0011,iE_0022,iE_0045,iE_0090,iE_0180,iE_0360,iE_0720,iE_1440,iN_0011,iN_0022,iN_0045,iN_0090,iN_0180,iN_0360,iN_0720,iN_1440,SNI_0011,SNI_0022,SNI_0045,SNI_0090,SNI_0180,SNI_0360,SNI_0720,SNI_1440
8000,7000,61.36203307,-139.0642002,603495,6804648,815,218.4,141,0,0.045,-0.013,-0.017,-0.008,-0.007,-0.006,-0.016,0.013,-0.024,-0.021,-0.019,-0.017,-0.016,-0.019,-0.025,-0.05,-0.108,-0.021,-0.011,-0.002,-0.008,-0.002,0.01,0.023,-0.025,-0.025,-0.004,-0.005,-0.006,-0.008,-0.016,-0.012,57.6,181,499.7,892.2,815.9,620,214.3,208
8000,7000,61.36203307,-139.0642002,603495,6804648,815,125.3,103,0,0.023,-0.019,-0.019,-0.006,-0.001,-0.011,-0.036,0.031,0.037,-0.002,-0.004,-0.001,-0.003,-0.007,-0.004,-0.039,-0.06,-0.027,-0.001,0.002,-0.002,-0.002,0.031,0.027,-0.052,-0.027,-0.012,-0.008,-0.01,-0.013,-0.026,-0.014,30.2,134.9,375.7,756.6,781.2,304.2,132.4,112.7
9000,0,61.30909022,-139.1370723,599768,6798639,1320.8,322.8,178,0,,-0.123,-0.085,-0.111,-0.118,-0.079,,0.015,,-0.127,-0.045,0.007,0.005,0.005,,0.224,-0.253,-0.06,-0.034,-0.019,-0.012,0,0.019,-0.226,0.009,0.021,0.002,-0.002,0.001,0.004,0.01,-0.135,17.9,95,260.9,961.7,588.7,102.7,33.3,0.4
9000,0,61.30909022,-139.1370723,599768,6798639,1320.8,236.1,181,0,,-0.009,-0.052,-0.079,-0.092,-0.093,0.072,,,-0.03,0.01,0.036,0.041,0.044,0.068,,,-0.022,-0.033,-0.024,-0.012,0.011,-0.03,-0.141,,0.019,0.02,0.01,0.005,0.004,-0.007,-0.17,39.6,199.3,545.8,1108.2,851,181.1,13.9,5.3
9000,250,61.31074354,-139.1338738,599934,6798828,1308.2,273.2,272,0,,-0.018,-0.024,-0.032,-0.03,0.003,,-0.153,,0.021,0.041,0.054,0.068,0.094,,0.063,-0.203,-0.007,-0.006,0.008,0.026,0.04,0.039,-0.027,-0.038,0.025,0.029,0.031,0.037,0.043,0.024,-0.013,33.1,276.6,738,1263.8,1177.6,1252.4,821,106.7
9000,250,61.31074354,-139.1338738,599934,6798828,1308.2,273.8,181,0,,-0.011,-0.027,-0.032,-0.029,0.003,0.153,-0.148,,0.028,0.045,0.056,0.07,0.092,0.159,0.183,-0.063,-0.005,-0.009,0.009,0.025,0.041,,-0.142,-0.007,0.032,0.03,0.031,0.038,0.044,,-0.169,24.6,217,599.2,1069,820.5,306.9,52.1,0.9
9000,500,61.31247215,-139.130932,600086,6799025,1294.2,255,241,0,,0.014,-0.011,-0.029,-0.035,-0.038,0.02,-0.214,,0.02,0.029,0.027,0.016,0.006,0.034,0.058,0.007,-0.011,-0.026,-0.021,-0.009,0.001,0.008,-0.108,-0.143,0.011,0.003,-0.009,-0.013,-0.007,0.002,-0.086,35.9,326.7,879.8,1466.8,1007.1,400.4,85.6,4.1
9000,750,61.31404404,-139.1277003,600254,6799205,1276.9,230.1,251,0,,0.091,0.049,0.027,0.017,0.022,0.143,,,0.025,0.048,0.054,0.047,0.039,0.057,,0.024,0,-0.016,-0.012,-0.001,0.004,-0.014,,-0.211,0.021,0.015,0.003,0,0.013,0.026,,37.7,248.7,635,1270.7,1036.6,286.7,19,0
9000,1000,61.31571048,-139.1248175,600403,6799395,1213.2,42.2,171,0,-0.21,-0.023,0.024,0,0.01,-0.017,0.085,,0.163,0.132,0.132,0.122,0.115,0.082,0.079,,0.111,0.029,-0.007,-0.033,-0.028,-0.029,0.017,,0.087,0.011,0.01,-0.008,-0.033,-0.053,-0.054,,39.8,134.5,375.1,615,489.1,83.2,17.2,3.4
9000,1000,61.31571048,-139.1248175,600403,6799395,1213.2,126.3,182,0,0.089,0.065,0.068,0.05,0.042,0.002,,,0.09,0.101,0.113,0.119,0.109,0.083,,,0.047,0.007,-0.018,-0.032,-0.04,-0.057,,,0.054,0.028,0.015,-0.004,-0.029,-0.049,,,84,239.9,644.3,1118,712.8,83.4,9.8,2.8
9000,1250,61.31747298,-139.1217419,600562,6799596,1253.7,273.7,413,0,,0.141,0.1,0.087,0.076,0.074,,-0.05,,0.068,0.16,0.206,0.245,0.268,,-0.014,,-0.002,0.005,-0.011,-0.011,-0.024,-0.11,,,0.087,0.084,0.078,0.057,0.028,-0.017,,44.7,153,561.3,914,728.4,96.5,19.9,0
9000,1500,61.31919822,-139.1185747,600726,6799793,1234.9,173.4,321,0,0.43,0.123,0.127,0.123,0.111,0.094,,-0.137,0.011,0.106,0.132,0.175,0.214,0.24,,0.043,0.11,0.038,0.011,-0.01,-0.017,-0.023,-0.078,0.167,0.004,0.076,0.076,0.079,0.062,0.032,-0.025,-0.086,43.1,239.1,591.2,966.7,760.5,159.2,30.3,0
9000,1750,61.32071987,-139.115625,600879,6799967,1212.4,158.2,278,0,,0.111,0.107,0.077,0.048,0.023,-0.056,,,0.068,0.083,0.106,0.125,0.137,-0.011,,,0.027,-0.011,-0.038,-0.056,-0.071,0.018,0.198,,0.052,0.041,0.035,0.016,-0.002,0.007,-0.09,16.9,225.3,571.4,997.2,686.7,79.9,2.2,0.8
9000,2000,61.32250569,-139.112304,601051,6800171,1178.7,49.7,363,0,,0.034,0.036,0.019,-0.008,-0.037,-0.062,-0.098,,0.064,0.067,0.066,0.058,0.038,0.002,-0.049,,0.005,-0.017,-0.039,-0.044,-0.045,-0.035,-0.03,,0.028,0.011,-0.008,-0.025,-0.043,-0.049,-0.047,33.8,285.8,832.5,1639.8,1798.6,1605.3,798.9,305.8
9000,2000,61.32250569,-139.112304,601051,6800171,1178.7,206,202,0,,0.107,0.09,0.074,0.036,0.004,-0.023,-0.011,,0.039,0.046,0.057,0.063,0.061,0.048,0.042,-0.045,0.046,-0.007,-0.037,-0.053,-0.058,-0.06,-0.057,-0.049,0.025,0.023,0.014,0.004,-0.011,-0.022,-0.017,41.6,183.1,550.5,865.8,1241.1,1435.2,665.7,129
9000,2250,61.32418688,-139.1092132,601211,6800363,1150.3,294.5,341,0,-0.062,0.017,0.041,0.028,0.012,0.001,0.001,0.088,-0.303,0.022,0.044,0.043,0.035,0.024,0.015,0.075,-0.034,0.015,0.006,-0.014,-0.015,-0.005,0.022,0.01,0.087,0.031,0.016,-0.001,-0.01,-0.012,0.002,0.017,22.6,224.2,693.9,1572.7,2939.2,3868,1902.8,383.3
9000,2500,61.325868,-139.1061221,601371,6800555,1123.3,240,127,0,0.031,0.039,0.042,0.044,0.043,0.043,0.051,0.064,-0.006,0.081,0.108,0.126,0.144,0.154,0.159,0.158,0.005,0.054,0.022,0.011,0.012,0.013,0.015,0.02,0.103,0.07,0.054,0.039,0.027,0.01,-0.012,-0.02,34.9,118.2,347.9,699.7,1108.3,1712.7,1021.9,623.4
9000,2750,61.32750445,-139.103052,601530,6800742,1084.8,299,406,0,0.084,-0.05,-0.036,-0.024,-0.009,0.017,0.043,0.064,0.087,0.106,0.162,0.207,0.255,0.305,0.342,0.362,0.124,0.029,0.029,0.03,0.039,0.042,0.029,0.012,0.15,0.131,0.11,0.104,0.101,0.085,0.05,0.014,39.6,237.7,630.2,1090.3,1920.4,3661.9,3493.2,900.5
9000,3000,61.3291234,-139.1000201,601687,6800927,1049.7,282.8,336,0,,-0.082,-0.052,-0.037,-0.018,0.007,0.028,0.052,,0.058,0.117,0.146,0.164,0.186,0.2,0.212,0.077,0.052,0.03,0.037,0.039,0.038,0.023,0.01,0.07,0.141,0.081,0.058,0.044,0.032,0.007,-0.012,31,277.7,805.7,1486.9,1726.2,2260.6,1896.7,730.1
9000,3000,61.3291234,-139.1000201,601687,6800927,1049.7,346.3,252,0,,,-0.082,-0.063,-0.045,-0.018,0.01,0.01,,,0.115,0.144,0.163,0.181,0.185,0.18,,-0.058,0.031,0.033,0.039,0.035,0.026,0.045,,0.083,0.084,0.056,0.041,0.023,-0.002,-0.032,84.5,141.6,356.3,756.1,1179.3,1886.1,2625.4,1036.2
9000,3250,61.33096293,-139.0967127,601858,6801137,1011.3,46.8,122,0,-0.158,-0.107,-0.094,-0.082,-0.058,-0.038,-0.039,-0.102,-0.062,0.016,0.054,0.057,0.05,0.047,0.046,-0.011,0.003,0.011,0.017,0.036,0.044,0.04,0.033,0.049,0.07,0.085,0.049,0.019,0.013,0.023,0.038,0.056,40.5,119,342.1,776.8,1264.6,1655,982.2,285.2
9000,3500,61.3326063,-139.0935104,602024,6801325,975.3,209.8,185,0,,-0.094,-0.121,-0.119,-0.118,-0.111,-0.102,-0.087,,-0.062,-0.031,-0.052,-0.088,-0.103,-0.094,-0.069,,0.02,0.015,0.01,0.017,0.019,0.028,0.04,,0.032,-0.001,-0.031,-0.024,0.005,0.041,0.071,18.8,170.7,471.5,894.3,1456.3,1671,1487.7,1449.3
9000,3750,61.33421764,-139.0905901,602175,6801509,957.6,344.6,181,0,-0.278,-0.146,-0.111,-0.07,-0.036,-0.012,0.015,0.021,-0.869,-0.144,-0.119,-0.128,-0.123,-0.097,-0.057,-0.008,,-0.061,0.04,0.059,0.057,0.051,0.054,0.058,,0.016,0.018,0.016,0.04,0.066,0.084,0.09,28.1,241.7,373.4,754.4,1032.8,1107.4,524.4,164.9
9000,4000,61.33580781,-139.0874464,602338,6801691,925.9,285,223,0,,-0.157,-0.033,0.011,0.059,0.092,0.111,0.116,,-0.133,-0.027,-0.007,0.045,0.109,0.151,0.163,0.023,,0.113,0.089,0.073,0.053,0.028,-0.005,0.169,,0.085,0.081,0.1,0.09,0.051,-0.002,28.9,32.6,336.4,900.3,1864,3267.3,4077.8,1578.7
9000,4000,61.33580781,-139.0874464,602338,6801691,925.9,347.3,202,0,,-0.091,-0.047,-0.001,0.034,0.061,0.078,0.062,,-0.073,-0.034,-0.003,0.051,0.116,0.159,0.149,0.073,0.067,0.071,0.074,0.06,0.043,0.018,-0.016,0.134,0.079,0.078,0.089,0.105,0.09,0.042,-0.022,57.2,235.4,536.3,851.2,1237.5,1977.6,1334.8,410.1
9000,4250,61.33764861,-139.0842497,602503,6801901,915.2,269.8,134,0,,-0.063,-0.01,0.057,0.084,0.077,0.023,-0.015,,-0.033,0.01,0.031,0.059,0.083,0.065,0.036,0.06,0.079,0.088,0.066,0.03,0,-0.042,-0.081,-0.034,0.083,0.061,0.054,0.05,0.028,-0.007,-0.036,57.1,94.8,274.6,516.5,641.7,699.8,313.9,59.2
9000,4500,61.33927399,-139.0810658,602668,6802087,904.5,282.3,223,0,,-0.025,-0.001,0.019,-0.058,,,,,-0.025,0.015,0.02,-0.018,,,,0.029,0.057,0.053,-0.006,-0.115,0.013,0,0.006,-0.055,0.031,0.017,-0.017,-0.054,0.003,-0.016,-0.007,49.7,161.4,436,736.3,693.9,1804.8,3589.9,4134.7
9000,4750,61.34097319,-139.0780266,602825,6802281,883.3,307.2,217,0,-0.222,-0.025,0.015,0.042,0.045,0.033,0.031,0.029,-0.115,0.011,0.063,0.074,0.059,0.04,0.036,0.037,0.018,0.056,0.058,0.031,0.007,-0.001,0.004,0.012,0.091,0.086,0.054,0.011,-0.012,-0.012,-0.002,0.008,29.8,156.7,448.3,1256.3,2808,4839.5,4267.3,1380.5
9000,5000,61.3426264,-139.0749151,602986,6802470,865.7,243.6,171,0,0.086,-0.012,0.036,0.059,0.065,0.067,0.098,,-0.031,0.024,0.067,0.076,0.071,0.061,0.061,,,0.07,0.059,0.027,0.004,-0.003,-0.005,0.037,,0.087,0.046,0.012,-0.007,-0.017,-0.02,-0.004,13.1,148.1,413.8,758.5,642.3,222.5,48.2,6.7
9000,5000,61.3426264,-139.0749151,602986,6802470,865.7,354,156,0,-0.15,-0.043,-0.012,0.015,0.012,0.017,-0.043,0.032,-0.036,0.022,0.073,0.093,0.079,0.065,0.032,0.039,0.015,0.059,0.041,0.026,0.013,0.012,0.023,-0.005,0.085,0.085,0.057,0.013,-0.015,-0.024,-0.031,-0.039,34.4,128.3,348.2,662.8,693.8,499.3,186.9,68.7
9000,5250,61.34428457,-139.0721583,603128,6802659,866.4,325.7,91,0,-0.164,-0.042,-0.015,0.012,0.013,0.016,0.015,-0.002,-0.078,0.018,0.067,0.096,0.103,0.109,0.108,0.092,-0.024,0.03,0.032,0.023,0.013,0.007,0.003,-0.003,0.058,0.075,0.069,0.04,0.022,0.011,0,-0.012,37.6,104.1,253,589.4,1380.2,2116.1,1666.9,516.1
9000,5500,61.34591492,-139.068711,603307,6802846,853.4,24.8,169,0,-0.419,-0.046,-0.02,-0.007,0,0.003,0.002,-0.001,-0.094,0.014,0.049,0.064,0.066,0.06,0.036,0.004,0.164,0.025,0.027,0.015,0.01,0.007,0.001,-0.002,0.06,0.049,0.037,0.015,-0.005,-0.027,-0.048,-0.055,16.2,155.5,438,853.8,1037.8,1210.5,774.9,274.8
9000,5750,61.34761304,-139.0656144,603467,6803040,851.6,352.3,127,0,0.021,-0.029,-0.022,-0.016,-0.012,0,0.017,-0.014,-0.025,-0.001,0.023,0.039,0.047,0.056,0.069,0.054,-0.014,0.015,0.017,0.02,0.022,0.023,0.013,-0.02,0.008,0.03,0.034,0.024,0.024,0.019,0.01,-0.015,32.7,122,333.4,632.1,710.3,751.6,439.6,104.5
9000,6000,61.34922403,-139.0627099,603617,6803224,850.4,76.4,180,0,-0.045,-0.036,-0.018,-0.013,-0.009,-0.012,-0.028,,-0.01,0.003,0.02,0.033,0.037,0.038,0.03,,-0.02,0.014,0.008,0.009,0.008,0.015,0.021,0.1,-0.008,0.008,0.018,0.017,0.016,0.02,0.021,0.08,71.9,211.7,573.4,1007.2,1025.4,794.6,351.4,78.3
9000,6000,61.34922403,-139.0627099,603617,6803224,850.4,127.2,188,0,-0.065,-0.041,-0.01,0.001,0.007,0.018,0,0.056,0.011,0.014,0.023,0.034,0.043,0.048,0.062,0.07,-0.027,0.016,0.02,0.018,0.01,0.024,,0.08,-0.002,0.007,0.016,0.017,0.018,0.019,,0.019,52.9,139.7,370.7,639.5,537.1,275.3,99.6,106.6
9000,6250,61.35093889,-139.0595368,603781,6803420,840.1,103.8,193,0,-0.186,-0.033,-0.001,-0.007,-0.012,0.001,0.017,0.034,0.041,0.019,0.014,0.028,0.036,0.045,0.065,0.086,0.001,0.006,0.009,0.011,0.018,0.018,0.04,0.066,-0.016,-0.005,0.013,0.017,0.021,0.03,0.037,0.042,47.1,139.5,371.4,694.1,663.8,468.4,126.3,298.3
9000,6500,61.35272705,-139.0564711,603939,6803624,824.6,250.2,83,0.1,0.051,-0.011,-0.001,-0.003,-0.005,-0.001,0.011,-0.005,-0.036,-0.025,-0.016,-0.004,0.002,0.007,0.009,0.021,-0.063,-0.017,0.008,0.004,0.006,0.01,0.012,0.032,-0.025,-0.015,0,0.008,0.009,0.007,0.002,-0.02,42.9,124.7,315.1,628.5,1006.7,1567.4,1253.3,271.2
9000,6750,61.35429766,-139.0532689,604105,6803804,822.3,224.2,130,0,-0.062,-0.012,-0.005,-0.005,-0.006,-0.008,-0.017,,0.013,-0.019,-0.013,-0.004,-0.001,0.002,0.01,,-0.06,-0.025,-0.004,0.002,0.001,0.004,0.005,,-0.017,-0.011,0.003,0.006,0.005,0.007,0.01,,72.3,167.7,463,878.6,1313.1,1724.6,1095.4,159.7
9000,7000,61.35604055,-139.0501866,604264,6804003,818.1,192.2,128,1.4,,0.005,0,-0.003,-0.005,-0.01,-0.01,0.021,,-0.021,-0.008,-0.001,-0.002,-0.005,-0.011,-0.036,-0.007,-0.025,0,-0.006,-0.007,-0.006,-0.005,0.017,0.039,-0.02,-0.007,0.002,-0.005,-0.007,-0.006,-0.012,39.6,218,518.5,1144.1,2485.2,4367.1,3274.5,763.7
9000,7000,61.35604055,-139.0501866,604264,6804003,818.1,90.5,76,0,-0.085,-0.008,-0.031,-0.011,-0.014,-0.009,-0.008,0.037,0.043,-0.002,0.005,0.012,0.01,0.002,-0.004,-0.014,-0.047,-0.018,-0.005,0,-0.002,0.004,0.002,0.019,-0.056,-0.027,-0.006,-0.005,-0.009,-0.014,-0.013,-0.009,37.1,99.8,245.5,481.4,733.8,963.7,555.5,125.5
10000,2000,61.31649339,-139.0978145,601846,6799524,1287,43.7,213,0,,-0.026,0.04,0.039,0.037,0.028,0.014,-0.025,,0.107,0.081,0.092,0.104,0.109,0.113,0.124,-0.02,0.037,0.014,-0.006,-0.019,-0.03,-0.047,-0.061,-0.072,0.052,0.043,0.034,0.03,0.031,0.046,0.088,77.2,130.6,444.2,982.7,2143.6,2650.8,2031.2,2209.4
10000,2000,61.31649339,-139.0978145,601846,6799524,1287,328.2,180,0,0.106,0.008,0.046,0.044,0.035,0.034,,0.113,-0.03,0.054,0.063,0.08,0.096,0.107,,0.146,0.009,0.013,0.006,-0.001,-0.012,-0.026,,,0.071,0.055,0.046,0.041,0.04,0.043,,,20.4,119.8,344,617.3,724.5,554.6,55.2,0
10000,2250,61.31813777,-139.0953235,601974,6799711,1241.8,158.6,276,0,,,0.093,0.043,0.045,0.026,0.009,0.014,,,0.039,0.053,0.07,0.106,0.156,0.226,0.062,0.073,0.016,-0.005,-0.016,-0.016,0,0.022,0.007,0.045,0.041,0.053,0.072,0.096,0.115,0.128,167.3,173.4,319.6,798.3,1006.2,951.8,773.3,493.7
10000,2750,61.32155209,-139.0890627,602298,6800101,1113.2,231.8,223,0,,-0.012,-0.013,-0.019,-0.028,-0.056,-0.09,-0.119,,-0.026,-0.015,-0.016,-0.026,-0.04,-0.064,-0.108,-0.01,0.02,0.004,-0.014,-0.035,-0.056,-0.079,-0.047,0.002,0.02,0.006,-0.014,-0.028,-0.044,-0.056,-0.082,75.6,171.7,497.4,1183.8,1679.2,1774.3,1495.6,624.1
10000,3000,61.32319818,-139.0860663,602453,6800289,1080.7,86.7,261,0,,-0.083,-0.06,-0.037,-0.009,0.022,0.062,,,0.074,0.136,0.201,0.261,0.313,0.351,,0.096,0.034,0.044,0.051,0.063,0.071,0.073,0.047,0.183,0.128,0.129,0.128,0.117,0.094,0.062,0.021,25.3,172.5,333.2,501.5,653.1,941.1,917.4,572.6
10000,3000,61.32319818,-139.0860663,602453,6800289,1080.7,265.2,158,0,,-0.071,-0.044,-0.006,0.021,0.061,0.071,0.122,,0.05,0.114,0.179,0.241,0.29,0.347,0.363,,0.033,0.047,0.058,0.067,0.072,0.087,0.075,,0.116,0.128,0.13,0.123,0.106,0.073,0.037,12.2,127.6,212.8,322.3,506.7,713.5,364,48.6
10000,3250,61.32475025,-139.0827764,602624,6800467,1012.1,215.3,180,0,-0.07,-0.093,-0.065,-0.037,-0.003,0.038,0.078,0.111,-0.035,0.019,0.077,0.129,0.167,0.184,0.176,0.153,0.096,0.061,0.061,0.07,0.068,0.072,0.067,0.039,0.068,0.099,0.096,0.083,0.058,0.022,-0.012,-0.01,20.4,141.9,298.2,517.3,748.9,806.3,567,250.4
10000,3500,61.32653896,-139.0797145,602782,6800671,979.5,265.1,120,0,-0.134,-0.141,-0.122,-0.101,-0.069,-0.036,-0.018,-0.001,-0.166,-0.048,-0.016,0.003,0.003,-0.018,-0.046,-0.063,0.031,0.024,0.043,0.051,0.058,0.056,0.045,0.029,0.058,0.057,0.042,0.019,-0.008,-0.025,-0.018,-0.008,29,161,384.1,776.5,839.1,835.9,878.5,735.9
10000,3500,61.32653896,-139.0797145,602782,6800671,979.5,339.2,235,0,,-0.035,-0.009,0,-0.007,-0.029,-0.048,-0.092,,-0.023,-0.011,-0.01,-0.008,0.005,0.033,0.067,0.025,0.023,0.006,-0.006,-0.021,-0.032,,0.028,0.073,0.032,0.022,0.016,0.025,0.042,,0.044,3.2,175.3,420.5,952.9,1328.8,1273.9,611.6,248.6
10000,3750,61.32826321,-139.0765442,602946,6800868,949,70.3,184,0,-0.316,-0.159,-0.139,-0.119,-0.094,-0.069,,-0.02,-0.113,-0.111,-0.093,-0.092,-0.102,-0.118,,-0.083,0.008,0.029,0.028,0.044,0.045,0.044,0.044,0.061,0.014,0.032,0.021,0.002,-0.007,0.005,0.035,0.078,41.2,151.3,379.8,721.9,747.4,505.8,233.2,122.5
10000,4000,61.32987285,-139.07353,603102,6801052,922.8,225.6,181,0,0.056,-0.086,-0.069,-0.03,0,0.029,0.071,0.106,-0.059,-0.056,-0.019,0.002,0.026,0.057,0.103,0.149,,0.057,0.072,0.072,0.066,0.061,0.059,0.042,,0.068,0.061,0.056,0.061,0.066,0.064,0.06,27.7,240.2,555,965.3,1474.6,2516.1,2730.5,1065.9
10000,4000,61.32987285,-139.07353,603102,6801052,922.8,52.2,145,0,-0.223,-0.093,-0.077,-0.045,-0.014,0.013,0.038,0.047,-0.113,-0.065,-0.022,0.007,0.035,0.067,0.102,0.162,0.013,0.054,0.059,0.06,0.055,0.055,0.058,0.034,0.083,0.075,0.074,0.068,0.07,0.07,0.062,0.045,33.5,129.1,314.9,518,613.9,779.5,386,96.1
10000,4250,61.33153255,-139.0702508,603272,6801242,914.4,342,127,0,,-0.109,-0.051,-0.013,0.002,0.013,0.018,0.012,,-0.034,0.008,0.042,0.063,0.075,0.072,0.062,,0.036,0.053,0.042,0.025,0.019,0.009,-0.001,,0.096,0.076,0.055,0.038,0.015,-0.008,-0.029,11.2,111.9,262.6,536.9,923.3,1374.6,915,375.6
10000,4500,61.33331306,-139.0672628,603426,6801445,892.6,347.8,316,0,,-0.118,-0.028,0.017,0.03,0.038,0.03,-0.067,,0.003,0.059,0.095,0.115,0.125,0.127,0.132,,0.05,0.052,0.038,0.023,0.013,0,-0.061,,0.101,0.09,0.06,0.037,0.017,-0.002,-0.02,14.7,167.7,328.3,718.6,1050.6,1168.1,493.5,73.3
10000,4750,61.33500929,-139.0640367,603593,6801639,877.6,309.3,209,0,,-0.04,0.006,0.039,0.051,0.058,0.053,0.018,,0.004,0.056,0.093,0.105,0.106,0.099,0.081,0.044,0.066,0.057,0.036,0.018,0.008,-0.008,-0.025,0.088,0.093,0.079,0.046,0.023,0.001,-0.013,-0.024,27.6,138.4,300,744.2,1441.1,1502.7,851.8,280.4
10000,5000,61.33661839,-139.0610026,603750,6801823,874.7,171.5,216,0,,,0.05,0.066,0.064,0.048,0.038,0.018,,,0.055,0.073,0.07,0.057,0.026,-0.001,0.046,0.052,0.046,0.021,-0.002,-0.02,-0.038,-0.038,-0.016,0.051,0.038,0.01,-0.014,-0.031,-0.037,-0.026,50.2,206.8,459.5,1023.9,1547.7,1576.2,988.7,792.4
10000,5000,61.33661839,-139.0610026,603750,6801823,874.7,325.1,266,0,,-0.035,0.001,0.022,0.03,0.034,0.019,-0.017,,0.01,0.055,0.077,0.074,0.057,0.031,0.002,0.098,0.042,0.038,0.024,0.014,-0.002,-0.018,-0.033,0.025,0.067,0.052,0.019,-0.011,-0.033,-0.043,-0.038,25.6,165.9,381.6,790.4,919.2,806.1,483.9,207.6
10000,5250,61.33835142,-139.0578483,603913,6802021,861.4,15.4,122,0,-0.055,-0.033,-0.009,0.006,0.012,0.018,0.022,0.026,-0.05,0.02,0.053,0.066,0.062,0.051,0.033,0.019,0.042,0.045,0.037,0.019,0.017,0.013,0.005,-0.004,0.022,0.052,0.041,0.012,-0.008,-0.018,-0.018,-0.007,40.3,127.6,290.2,593.2,728.2,703,381.6,161.1
10000,5500,61.34002104,-139.0546602,604078,6802212,854.1,262.4,143,0,,0.004,0.007,0.017,0.018,0.02,0.018,0.016,,-0.021,0.019,0.024,0.027,0.026,0.022,0.015,0.029,0.042,0.03,0.013,0.005,0.001,-0.007,-0.01,-0.004,0.034,0.019,0.012,0.005,0,-0.004,-0.006,26,144.4,368.1,791.7,1291.7,1476.1,866.6,611.7
10000,5750,61.34164024,-139.0517179,604230,6802397,847,356.7,137,0,,-0.052,-0.025,-0.009,-0.003,0.005,-0.023,,,0.012,0.014,0.024,0.025,0.029,0.028,,0.072,-0.007,0.017,0.013,0.015,0.012,0.02,0.003,0.024,0.015,0.018,0.011,0.008,0.008,0.003,-0.01,46.7,126.7,306.5,570.2,577,350.8,103,24
10000,6000,61.343239,-139.0486083,604391,6802580,844.9,126,138,0,,-0.012,0.003,0.005,0.006,0.007,0.015,,,0.017,0.013,0.022,0.023,0.024,0.031,,0,0.002,0.01,0.007,0.001,-0.003,0.003,0.017,-0.002,0.004,0.005,0.009,0.005,0.007,0.008,0.007,16.6,127.3,309,524.6,389.7,263.9,326.7,1.8
10000,6000,61.343239,-139.0486083,604391,6802580,844.9,262.9,122,0,0.076,-0.005,-0.011,-0.001,0.006,0.006,0.013,-0.005,-0.068,-0.014,-0.005,0.006,0.01,0.019,0.03,0.043,-0.028,-0.013,0.002,0.006,0.006,0.007,0.011,-0.005,-0.023,0.004,0.011,0.015,0.015,0.018,0.013,0.005,36.4,143.9,340.1,809.1,1289.5,1392.6,701.6,188.5
10000,6250,61.34502423,-139.0453559,604559,6802784,832,43.4,120,0,-0.025,-0.007,-0.016,-0.01,-0.01,-0.011,-0.004,0,0.008,-0.002,0.012,0.017,0.02,0.022,0.024,0.017,0.015,0.01,0.001,0.004,-0.002,0.001,-0.005,-0.01,-0.036,-0.007,0.007,0.004,0.001,-0.002,-0.012,-0.035,44.2,138.4,345.1,670.8,1057.4,1184.3,1211.2,549.4
10000,6500,61.34663479,-139.0424506,604709,6802968,828.4,7.8,133,0,-0.075,-0.016,-0.021,-0.013,-0.013,-0.009,-0.007,-0.001,-0.005,-0.007,0.002,0.009,0.014,0.019,0.028,0.033,0.029,0.011,0.005,0.008,0.004,0.006,0.011,0.008,-0.048,-0.008,0.006,0.009,0.01,0.011,0.011,-0.004,35,139.3,343.5,645.9,912,1311.8,1341.6,1311.8
10000,6750,61.34831543,-139.0394284,604865,6803160,830.1,130.9,124,0,,-0.042,-0.008,-0.001,-0.001,0.001,-0.005,,,-0.003,0.002,0.004,0.003,-0.003,-0.006,,-0.052,0.018,0,0,-0.007,-0.009,-0.001,,0.008,-0.019,-0.009,-0.007,-0.013,-0.017,-0.022,,59.7,136.4,319.7,569.2,476.4,312.8,303.2,12.9
10000,7000,61.35003898,-139.0362723,605028,6803357,819,189.2,120,0,-0.001,-0.022,-0.005,0.003,-0.004,-0.005,-0.003,0.01,0.011,-0.005,-0.009,-0.008,-0.006,-0.006,-0.009,-0.023,-0.054,-0.019,-0.005,-0.002,-0.004,-0.005,0.003,0.01,-0.048,-0.028,-0.007,-0.003,-0.003,-0.001,-0.007,0.002,70.6,172.9,422.4,762,1106.2,989.1,372.4,116.8
10000,7000,61.35003898,-139.0362723,605028,6803357,819,111.2,122,0,-0.188,-0.005,0.001,-0.001,-0.002,-0.002,-0.007,0.02,0.083,0.007,0,0.006,0.006,0.001,-0.003,-0.015,-0.121,-0.002,-0.007,0.002,-0.003,-0.004,0.008,0.002,0.008,-0.024,-0.009,-0.006,-0.007,-0.006,-0.009,0.009,27.3,137.8,343.6,746.8,1190.1,1323,623.8,123.8
11000,2500,61.31394482,-139.0781689,602906,6799271,1236.4,346.8,208,0,0.167,0.242,-0.029,0.031,0.051,0.071,0.038,,-0.225,-0.057,0.008,0.032,0.064,0.103,0.153,,-0.037,-0.048,0.042,0.039,0.021,0.048,-0.02,-0.224,0.001,0.042,0.062,0.069,0.087,0.102,0.109,0.09,917.9,168,334.6,459.9,272.3,95.9,95.5,15.9
