Line,Station,Lat,Long,E_WGS84_Z7,N_WGS84_Z7,ALT,Az,Dur,Noise,rE_0011,rE_0022,rE_0045,rE_0090,rE_0180,rE_0360,rE_0720,rE_1440,rN_0011,rN_0022,rN_0045,rN_0090,rN_0180,rN_0360,rN_0720,rN_1440,iE_0011,iE_0022,iE_0045,iE_0090,iE_0180,iE_0360,iE_0720,iE_1440,iN_0011,iN_0022,iN_0045,iN_0090,iN_0180,iN_0360,iN_0720,iN_1440,SNI_0011,SNI_0022,SNI_0045,SNI_0090,SNI_0180,SNI_0360,SNI_0720,SNI_1440
3000,4000,61.37167908,-139.1713379,597738,6805557,933.4,292.6,141,0,,-0.179,-0.11,-0.075,-0.054,-0.02,0.016,0.038,,-0.108,-0.089,-0.056,-0.013,0.025,0.05,0.07,0.001,0.02,0.025,0.05,0.06,0.053,0.035,-0.048,0.007,0.049,0.056,0.071,0.076,0.067,0.051,0.045,43.5,48.2,221.2,397.4,588.3,665.1,300.3,36.5
3000,4250,61.37332646,-139.1683036,597895,6805745,914.2,1,281,0.2,,-0.22,-0.149,-0.115,-0.087,-0.056,-0.159,-0.133,,-0.166,-0.142,-0.117,-0.079,-0.048,-0.058,-0.057,-0.008,0.019,0.026,0.036,0.047,0.049,-0.011,,0.058,0.035,0.044,0.061,0.066,0.057,0.04,,104.4,103.5,326.6,632.3,983.7,1087.5,195.6,20.9
3000,4500,61.37512126,-139.164886,598072,6805950,905.8,310.9,212,0,,-0.138,-0.147,-0.137,-0.111,-0.094,-0.071,-0.109,,-0.189,-0.172,-0.15,-0.123,-0.105,-0.073,0.025,-0.025,0.03,0.016,0.024,0.035,0.035,0.024,0.013,0.027,0.016,0.028,0.043,0.048,0.048,0.051,0.05,26,138.2,357.1,677.2,1006.3,1191.9,754,198.2
3000,4750,61.37675055,-139.161852,598229,6806136,891.2,284.6,122,0,,-0.135,-0.137,-0.134,-0.109,-0.09,-0.083,-0.072,,-0.186,-0.165,-0.147,-0.132,-0.12,-0.103,-0.05,0.088,0.023,0.02,0.031,0.04,0.036,0.035,0.049,-0.009,0.02,0.025,0.033,0.036,0.043,0.058,0.093,19.3,137.7,445.7,824.5,1374.7,2149.2,1107.7,315
3000,5000,61.37845256,-139.1588883,598382,6806330,885.2,2.9,202,0,,-0.133,-0.084,-0.055,-0.025,0.001,0.017,0.021,,-0.132,-0.095,-0.056,-0.028,-0.008,0.004,0.005,0.12,0,0.032,0.049,0.049,0.032,0.022,0.01,0.02,0.061,0.069,0.064,0.052,0.041,0.029,0.011,75.3,133.2,307.3,558.1,1019.6,1461,904.9,289.3
3000,5000,61.37845256,-139.1588883,598382,6806330,885.2,289.9,129,0,,-0.064,-0.086,-0.056,-0.024,-0.001,0.006,0.001,,-0.142,-0.101,-0.061,-0.035,-0.015,0.001,0.008,-0.052,0.049,0.043,0.055,0.052,0.032,0.017,0.011,0.045,0.05,0.063,0.062,0.052,0.044,0.034,0.015,7.6,134.4,279.4,496.4,776,1104.6,760.3,341.4
3000,5250,61.38006275,-139.1557799,598543,6806514,884.2,202,236,0,,0.009,-0.003,0.034,0.065,0.083,0.087,0.084,,-0.096,-0.026,0.028,0.051,0.063,0.068,0.077,0.181,0.088,0.082,0.074,0.053,0.026,0.012,0.004,-0.033,0.063,0.081,0.065,0.043,0.026,0.013,-0.008,32.9,176.7,348,649.1,1083.4,1422.2,695.7,72.8
3000,5500,61.3817962,-139.1524955,598713,6806712,855.5,317.2,169,0,-0.267,-0.092,-0.058,0.013,0.032,0.028,0.011,-0.026,-0.114,-0.072,-0.02,0.041,0.057,0.051,0.032,-0.019,0.088,0.048,0.052,0.039,0.02,0.003,0.001,0.018,0.038,0.076,0.081,0.057,0.024,0.003,-0.003,0.009,40.7,123.6,268,872.7,2829.7,6184.5,8948.2,6482.7
3000,5750,61.38346135,-139.1494768,598869,6806902,843.6,297.6,95,0,-0.045,-0.022,-0.012,0.016,0.016,0.003,-0.008,-0.015,-0.16,-0.062,-0.026,0.016,0.017,0,-0.009,-0.015,-0.023,0.043,0.035,0.021,0.002,-0.009,-0.004,0.007,0.067,0.059,0.056,0.026,0.001,-0.01,-0.005,-0.003,25.5,185.9,505.6,1092.1,3628.9,7988.5,11989.4,8614.1
3000,6000,61.38510798,-139.1464215,599027,6807090,840.1,8.7,122,0,-0.042,-0.018,-0.024,-0.01,-0.013,-0.024,-0.029,-0.019,-0.073,-0.052,-0.022,-0.004,-0.016,-0.039,-0.045,-0.026,0.011,0.017,0.014,0.009,-0.005,-0.009,0.007,0.074,-0.003,0.021,0.026,0.005,-0.017,-0.016,0.006,0.039,36.8,124.1,297.6,577.2,975.1,1272.6,850.5,126.4
3000,6000,61.38510798,-139.1464215,599027,6807090,840.1,65.5,130,0,-0.187,-0.046,-0.028,-0.018,-0.011,-0.022,-0.028,0.03,-0.002,-0.025,-0.005,0.004,-0.007,-0.031,-0.039,-0.012,0.127,0.025,0.026,0.002,-0.011,-0.018,-0.003,0.068,-0.071,0.018,0.02,0.002,-0.02,-0.021,0,0.041,20.9,116.9,268.2,578.2,1008.2,1319,925.4,107.8
3000,6250,61.38686195,-139.1433407,599186,6807290,838,251.4,125,0.1,0.004,-0.017,-0.003,0.027,0.05,0.086,-0.021,0.231,-0.057,-0.051,-0.025,0.005,0.032,0.063,0.059,0.12,-0.034,0.028,0.048,0.049,0.046,0.042,0.133,0.034,-0.004,0.016,0.039,0.049,0.054,0.051,0.052,0.017,82.3,176.9,373.4,526.5,626.7,544.1,243.8,129.6
3000,6500,61.38845358,-139.140213,599348,6807472,836.3,306.8,80,0,-0.012,-0.044,-0.023,-0.011,0.001,0.01,0.015,0.007,-0.054,-0.056,-0.045,-0.02,-0.003,0.01,0.02,0.016,-0.009,-0.006,0.011,0.018,0.02,0.013,0.003,0.011,-0.045,0.002,0.022,0.028,0.027,0.02,0.008,0.008,51.5,107.4,232,514,841.3,1336.1,1461.9,530.1
3000,6750,61.3901064,-139.1369691,599516,6807661,835.4,274,120,1.7,0.847,-0.014,-0.017,-0.004,0.003,0.015,0.018,0.026,-0.271,-0.056,-0.055,-0.032,-0.013,-0.001,0.007,0.017,-0.105,0.001,0.008,0.018,0.018,0.013,0.002,-0.018,-0.003,-0.019,0.005,0.023,0.024,0.019,0.011,-0.005,22.1,113.1,323.9,760.1,1836.5,3984.9,5021.4,1823.4
3000,7000,61.39184246,-139.1339071,599674,6807859,836.2,329.9,119,0,-0.027,-0.034,-0.026,-0.021,-0.01,-0.002,0.009,-0.027,-0.014,-0.053,-0.055,-0.035,-0.017,-0.002,0.019,-0.005,-0.025,-0.013,0.004,0.011,0.019,0.014,0.011,0.177,-0.08,-0.04,-0.003,0.022,0.029,0.029,0.03,0.195,47.8,120.3,369.4,962.5,2075.9,3107.3,4824.1,4292.8
3000,7000,61.39184246,-139.1339071,599674,6807859,836.2,292.6,123,0,0.025,-0.012,-0.022,-0.015,-0.004,0.007,0.018,0.03,-0.03,-0.058,-0.059,-0.037,-0.02,-0.004,0.018,0.049,-0.052,0,-0.004,0.018,0.017,0.016,0.016,0.085,-0.076,-0.043,-0.003,0.024,0.029,0.032,0.039,0.11,39.9,109.5,338.8,737.3,1571.3,2531,2339,977.4
4000,0,61.33888369,-139.2069928,595933,6801852,1088.2,209.6,193,0,0.353,-0.037,-0.025,0.004,0.036,0.029,,,-0.113,-0.096,-0.076,-0.05,-0.044,-0.065,,,0.073,0.063,0.049,0.06,0.061,0.044,-0.132,0.033,-0.097,0.004,0.023,0.013,-0.011,-0.038,-0.034,-0.058,23.2,180.8,442.4,699.9,637.6,187.6,36.1,41.6
4000,0,61.33888369,-139.2069928,595933,6801852,1070.1,271.1,180,0,0.342,-0.025,-0.013,0.004,0.036,0.061,0.081,0.124,-0.221,-0.126,-0.09,-0.056,-0.044,-0.056,-0.087,-0.134,0.076,0.047,0.053,0.061,0.056,0.051,0.044,0.116,-0.038,0.02,0.028,0.023,0.001,-0.03,-0.04,-0.081,30.5,142.6,353.1,585.7,948.6,2066.7,3122.2,1685.1
4000,250,61.34057001,-139.2041296,596081,6802044,1070.9,7.9,197,0,,-0.145,-0.038,0.001,0.052,0.091,0.116,0.142,,-0.164,-0.122,-0.102,-0.079,-0.062,-0.051,0.048,0.198,0.195,0.052,0.045,0.064,0.055,0.04,0.015,0.021,-0.026,0.022,0.032,0.031,0.023,0.015,-0.015,49.7,126.5,362.1,557.8,906.6,1353.8,894.9,149.5
4000,500,61.34224835,-139.2006682,596261,6802236,1090.9,245.3,106,0,0.083,-0.053,-0.041,-0.019,0,0.029,0.048,0.061,-0.208,-0.163,-0.168,-0.177,-0.171,-0.161,-0.15,-0.15,-0.01,0.036,0.032,0.044,0.053,0.043,0.04,0.031,-0.017,-0.04,-0.02,-0.007,0.009,0.014,0.012,-0.002,22.2,132.2,356,634.9,817.5,1030.9,1209.4,403.7
4000,750,61.34394975,-139.1975978,596420,6802430,1094.9,305.6,160,0,0.099,-0.014,-0.007,0.011,0.027,0.034,0.063,0.079,-0.138,-0.068,-0.056,-0.039,-0.004,0.047,0.102,0.123,-0.05,0.039,0.039,0.052,0.063,0.06,0.083,0.089,0.005,0.023,0.035,0.062,0.091,0.101,0.097,0.08,45.3,181.5,406.4,511,451.4,762.3,1065.1,760.3
4000,1000,61.34547286,-139.1946308,596574,6802604,1081.8,156.5,130,0.2,,0.024,0.068,0.027,0.05,0.073,-0.002,0.044,,-0.003,-0.028,-0.02,-0.017,0.005,0.001,-0.02,,0.013,0.022,0.037,0.042,0.039,0.052,0.028,,0.007,0.01,0.011,0.03,0.037,0.032,0.05,65.8,131.5,365.5,787,799.3,484.4,227,136.7
4000,1000,61.34547286,-139.1946308,596574,6802604,1081.8,75.4,123,0,,-0.027,0.001,0.021,0.046,0.063,0.076,0.067,,-0.018,-0.006,-0.007,0.005,0.033,0.049,0.018,0.014,0.043,0.033,0.037,0.034,0.027,0.003,-0.012,0.109,0.017,0.016,0.021,0.039,0.045,0.032,0.044,49.3,118.1,310.4,567.4,733.9,1120.2,1339.8,395
4000,1250,61.34732567,-139.1914763,596737,6802815,1043.5,252.3,173,0,0.109,0.054,0.064,0.063,0.078,0.085,0.095,0.09,-0.075,0,0.007,-0.004,-0.019,-0.015,-0.002,-0.03,0.073,0.061,0.041,0.034,0.027,0.024,0.027,0.042,0.027,0.008,-0.004,-0.018,-0.006,0.009,0.017,0.033,56.2,209.6,516.7,939.9,993.2,899.3,1227.4,437.6
4000,1500,61.34895458,-139.1883716,596898,6803001,1052.1,173.7,201,0,0.439,0.137,0.141,0.156,0.164,0.153,0.121,0.099,-0.146,0.074,0.1,0.088,0.059,0.039,0.019,0.018,0.139,0.082,0.052,0.026,-0.003,-0.035,-0.052,-0.057,-0.026,0.029,0.002,-0.03,-0.039,-0.036,-0.03,-0.024,51,238.2,691.6,1294.2,1389.1,1912.6,2061.5,788.8
4000,1750,61.35058814,-139.1849485,597076,6803188,1059.4,288.4,222,0.1,,0.085,0.134,0.189,0.21,0.23,0.242,0.258,,0.164,0.238,0.254,0.249,0.237,0.209,0.171,0.106,0.088,0.071,0.07,0.049,0.036,0.015,-0.014,-0.079,0.107,0.074,0.021,-0.015,-0.045,-0.082,-0.121,10.7,138.6,299.8,738.5,832.8,1034.9,1325.4,296
4000,2000,61.35222015,-139.1820861,597224,6803374,1064.3,317.5,166,0,-0.068,0.079,0.107,0.138,0.166,0.19,0.203,0.231,0.069,0.189,0.241,0.259,0.238,0.196,0.125,0.09,0.117,0.089,0.073,0.062,0.053,0.049,0.038,0.017,0.141,0.119,0.07,0.001,-0.053,-0.086,-0.1,-0.094,59,160.6,371.3,750.1,1006.3,1249,1613.3,619.2
4000,2000,61.35222015,-139.1820861,597224,6803374,1064.3,246.6,165,0,0.08,0.148,0.178,0.212,0.226,0.23,0.235,0.225,0.09,0.154,0.202,0.209,0.185,0.142,0.077,-0.039,0.143,0.113,0.084,0.053,0.026,0.013,0.002,-0.004,0.087,0.094,0.052,-0.011,-0.061,-0.092,-0.105,-0.073,100.8,251.9,534.2,928,915,1347.6,1326,663.8
4000,2250,61.35401285,-139.179158,597375,6803578,1089.5,321.5,120,0,0.029,0.062,0.083,0.094,0.111,0.112,0.114,0.117,0.052,0.144,0.189,0.191,0.156,0.098,0.043,0.023,0.099,0.078,0.054,0.039,0.023,0.013,0.006,-0.004,0.105,0.094,0.043,-0.023,-0.069,-0.088,-0.074,-0.054,73.2,156.7,430,690.4,876.3,1431.8,1430.5,288.6
4000,2500,61.35567786,-139.1760874,597534,6803768,1084.3,308.9,265,0,,,0.232,0.189,0.088,0.094,0.105,0.117,,,-0.011,-0.004,0.057,0.015,-0.024,-0.049,-0.093,-0.04,0.062,0.094,0.025,0.023,0.028,0.037,-0.073,0.042,0.012,-0.018,-0.073,-0.081,-0.06,-0.082,297.4,178.6,177.9,279.8,1575.2,2248.2,1264.4,197.5
4000,2750,61.35743228,-139.1729925,597694,6803968,1047.6,243.6,180,0,0.009,0.055,0.078,0.081,0.074,0.068,0.072,0.076,-0.031,0.048,0.066,0.06,0.035,0.022,0.031,0.066,0.114,0.077,0.043,0.015,0.006,0.008,0.016,0.022,0.054,0.054,0.02,-0.013,-0.015,0.007,0.037,0.051,93.7,290.4,731.7,1397.6,1911.9,2301.4,1562.7,408.4
4000,3000,61.35892541,-139.1698377,597858,6804139,995.9,298.8,173,0,,0.005,0.021,0.027,0.03,0.037,0.049,0.049,,0.025,0.049,0.044,0.042,0.061,0.107,0.158,0.082,0.065,0.036,0.022,0.021,0.023,0.026,0.023,0.07,0.073,0.037,0.019,0.032,0.062,0.077,0.082,60.2,187.2,431.7,783.5,1247.9,1165.3,822,427.3
4000,3000,61.35892541,-139.1698377,597858,6804139,995.9,199.4,541,0,,,,,,,0.099,,,,,,,,0.048,,,,0.004,-0.014,,,,,,,0.12,0.105,,,,,130.2,131.2,285.8,520.3,677.4,774.2,1675.9,1089.5
4000,3250,61.36072051,-139.1664405,598034,6804344,983.7,259.6,127,0,0.08,-0.026,-0.001,0.009,0.011,0.026,0.04,0.058,-0.143,-0.037,-0.015,-0.01,-0.002,0.027,0.065,0.051,0.137,0.067,0.035,0.027,0.027,0.034,0.034,0.038,0.009,0.04,0.029,0.025,0.044,0.062,0.059,0.046,33.5,193.8,481.1,902.7,1445.9,1703.9,865.5,151.7
4000,3500,61.36233518,-139.163652,598178,6804528,965.6,24.5,129,0,-0.254,-0.049,-0.038,-0.033,-0.026,-0.021,-0.02,-0.024,0.012,-0.05,-0.034,-0.038,-0.029,-0.005,0.007,0.006,0.109,0.051,0.025,0.018,0.013,0.007,0.005,-0.001,0.06,0.035,0.025,0.02,0.026,0.02,-0.03,-0.07,58.4,211,641.9,1436.3,1726.2,2262,4166,3812.5
4000,3750,61.36391781,-139.160491,598342,6804709,954.3,199,140,0,0.015,-0.06,-0.053,-0.043,-0.025,0.005,0.028,0.043,-0.081,-0.072,-0.054,-0.036,-0.004,0.041,0.073,0.084,0.061,0.05,0.044,0.042,0.049,0.05,0.049,0.036,0.016,0.036,0.04,0.054,0.069,0.07,0.056,0.037,62.2,194.3,606.9,1214.7,2277.5,5072.1,9204.8,7525.2
4000,4000,61.36579546,-139.1572375,598510,6804923,836.5,143.8,123,0,-0.093,-0.094,-0.096,-0.092,-0.068,0.004,0.234,,-0.187,-0.153,-0.092,-0.063,-0.034,0.002,0.294,,-0.005,-0.013,0.026,0.034,0.047,0.045,0.029,0.014,-0.018,0.006,0.031,0.053,0.063,0.058,0.003,0.022,102.2,267.2,320.4,501.1,381.2,122,40.1,15.7
4000,4000,61.36579546,-139.1572375,598510,6804923,836.5,2.5,148,0,0.085,0.102,,-0.097,-0.07,-0.042,0.19,,-0.206,0.072,,-0.091,-0.054,-0.016,0.311,,-0.043,-0.077,-0.101,0.02,0.033,0.036,0.079,0.1,0.011,0.074,-0.002,0.06,0.069,0.061,0.021,0.019,780.8,171.5,139.6,392.5,564.2,210,34.4,9.2
4000,4250,61.36748019,-139.1543317,598660,6805115,846.1,289,187,0,,,-0.138,-0.115,-0.109,-0.238,,,,,-0.171,-0.14,-0.109,-0.068,,,,0.107,0.044,0.04,0.045,0.133,0.119,,,0.036,0.035,0.049,0.052,0.038,0.056,,10.8,18.3,133.1,281.5,246.2,64.4,23.1,3.9
4000,4500,61.36904288,-139.1510399,598831,6805294,858.4,276.4,402,0,-0.123,-0.105,-0.089,-0.074,-0.06,-0.058,,,-0.199,-0.178,-0.163,-0.145,-0.119,-0.098,,,0.064,0.036,0.04,0.045,0.049,0.052,0.01,-0.095,0,0.02,0.03,0.043,0.046,0.042,0.142,-0.036,95.8,301.7,734.4,1156,1077.2,318.8,41.6,15.6
4000,4750,61.37071774,-139.148078,598984,6805485,855.6,77.6,189,0,-0.1,-0.064,-0.036,-0.004,0.016,0.037,0.116,,-0.141,-0.115,-0.082,-0.037,-0.001,0.022,0.008,,0.046,0.061,0.057,0.051,0.042,0.03,0.029,0.079,0.018,0.066,0.071,0.073,0.056,0.035,0.034,0.026,68.1,182.9,434.7,711.4,762.8,235,16.9,2.7
4000,5000,61.37247767,-139.1447738,599155,6805686,855.3,157.1,136,0.2,-0.073,-0.031,0.005,0.056,0.081,0.094,0.109,,-0.115,-0.071,-0.018,0.031,0.066,0.081,-0.009,,0.073,0.088,0.084,0.067,0.044,0.02,0.068,,0.024,0.075,0.087,0.077,0.053,0.03,-0.063,,60.3,155.8,324.4,510.4,514.8,147,12.8,0.9
4000,5000,61.37247767,-139.1447738,599155,6805686,855.3,255.1,175,0,-0.099,-0.049,0.006,0.049,0.075,0.083,0.067,,-0.121,-0.088,-0.038,0.018,0.057,0.076,0.098,,0.082,0.083,0.087,0.066,0.043,0.015,0.018,,0.032,0.064,0.091,0.083,0.061,0.038,-0.009,,55.6,164.1,363.9,581.6,618.9,198.7,16.9,2.5
4000,5250,61.37411625,-139.1417946,599309,6805873,855.3,304.2,188,0.1,-0.077,-0.022,0.01,0.038,0.049,0.043,-0.044,,-0.112,-0.072,-0.011,0.048,0.071,0.07,0.156,,0.031,0.065,0.058,0.04,0.019,0.005,0,-0.038,0.034,0.083,0.09,0.066,0.032,-0.001,-0.029,-0.043,63.5,170.8,391.4,628.2,610,169.5,18.1,5.5
4000,5500,61.3757968,-139.1386067,599474,6806065,853.5,257.8,225,0,-0.045,-0.022,0.011,0.037,0.036,0.011,-0.29,,-0.104,-0.061,-0.018,0.02,0.023,0.011,-0.19,,0.03,0.061,0.052,0.022,0,-0.012,0.024,0.028,0.015,0.05,0.057,0.03,0,-0.015,-0.056,0.015,69.2,180.9,468.7,962.8,963.7,256.9,39.7,30
4000,5750,61.37745113,-139.1354762,599636,6806254,851.2,139.6,181,0.2,-0.051,-0.029,0.008,0.015,0.006,-0.014,-0.107,,-0.064,-0.036,-0.013,0.002,-0.013,-0.041,-0.174,,0.02,0.037,0.03,0.006,-0.018,-0.03,-0.024,,0,0.024,0.021,-0.006,-0.032,-0.033,-0.05,,72.3,178,459.5,878,772.4,212.4,46.2,6.7
4000,6000,61.37913282,-139.1323812,599796,6806446,847.4,277.5,174,0.8,0.012,0,0.013,0.037,0.065,0.106,0.106,-0.193,-0.078,-0.05,-0.02,0.019,0.053,0.09,0.134,-0.057,0.034,0.06,0.05,0.055,0.057,0.048,-0.036,,-0.005,0.031,0.055,0.065,0.072,0.068,0.013,,46.9,139.1,373.7,607.8,497.1,133.3,32.7,17.6
4000,6000,61.37913282,-139.1323812,599796,6806446,847.4,196.9,185,0,0.072,0.039,0.052,0.056,0.087,0.12,0.097,-0.034,-0.037,-0.008,-0.015,0.02,0.046,0.074,0.096,-0.068,0.02,0.015,0.051,0.061,0.064,0.047,-0.058,0.005,-0.021,0.038,0.048,0.052,0.055,0.051,0.023,0.046,59.3,109.3,385.3,637.6,545.7,181.1,20.3,9.4
4000,6250,61.38082418,-139.1293414,599953,6806639,845.2,183.8,203,0,-0.059,-0.008,0.001,0.022,0.039,0.051,0.111,0.044,-0.024,-0.042,-0.027,-0.013,-0.004,0.004,0.079,0.01,0.006,0.009,0.026,0.029,0.022,0.014,-0.019,-0.039,-0.004,0,0.015,0.019,0.017,0.012,-0.001,-0.032,66.5,194.4,478.8,848.5,811.7,266.5,86.8,147.4
4000,6500,61.38259597,-139.1262777,600111,6806841,842.9,14,145,0,-0.052,-0.006,-0.015,-0.002,0.018,0.028,0.031,0.077,-0.026,-0.043,-0.033,-0.015,-0.001,0.011,0.023,0.116,-0.017,0.011,0.022,0.025,0.023,0.014,-0.008,0.015,-0.046,-0.009,0.014,0.022,0.022,0.017,-0.013,0.037,47.8,159.3,396.1,834.3,1228.2,1526.7,866.2,335.6
4000,6750,61.38423387,-139.1232779,600266,6807028,839.4,273.6,245,0,-0.005,-0.012,-0.012,0,0.015,0.025,,,-0.03,-0.052,-0.05,-0.034,-0.022,-0.009,,,-0.029,-0.009,0.009,0.022,0.015,0.011,,,-0.039,-0.021,0.004,0.019,0.024,0.027,,,55.9,172.4,453.6,726.3,517.1,107.4,13.5,9.6
4000,7000,61.38574169,-139.1199673,600438,6807201,836.5,130.5,135,0,-0.016,-0.001,0.001,0.009,0.014,0.016,-0.089,-0.155,0.004,-0.032,-0.033,-0.026,-0.016,-0.009,-0.062,-0.129,-0.046,-0.021,0.001,0.015,0.018,0.009,0.03,0.178,-0.057,-0.035,-0.002,0.008,0.016,0.019,0.018,0.109,52.7,169.4,320.9,678.9,592.9,407,270.5,194
4000,7000,61.38574169,-139.1199673,600438,6807201,836.5,200.1,330,0,-0.007,0.01,0.003,0.011,0.019,0.024,-0.11,,0.062,-0.044,-0.047,-0.037,-0.025,-0.014,-0.053,,0.004,-0.023,-0.004,0.016,0.016,0.011,0.023,,-0.067,-0.03,-0.005,0.011,0.019,0.024,0.021,,68.7,280.4,634.4,1302.9,1390.5,1016.9,694.5,594.9
5000,0,61.33295316,-139.1931461,596692,6801212,1015,294.3,144,0,-0.107,-0.042,-0.033,0.002,0.037,0.06,0.071,0.01,-0.239,-0.154,-0.161,-0.157,-0.133,-0.088,-0.041,-0.018,0.012,0.045,0.057,0.065,0.05,-0.011,-0.051,-0.099,-0.022,-0.027,0.001,0.03,0.06,0.072,0.062,0.023,38.6,160.2,385.1,603.8,484.1,455.3,704.7,477.2
5000,0,61.33295316,-139.1931461,596692,6801212,1015,216.2,183,0,0.328,0.024,-0.019,-0.022,0.018,0.07,0.079,0.022,-0.314,-0.168,-0.164,-0.151,-0.14,-0.107,-0.066,-0.037,-0.045,0.002,0.027,0.071,0.063,0.02,-0.043,-0.103,-0.055,-0.01,-0.005,0.01,0.041,0.067,0.071,0.041,63.3,204.5,504.1,845.6,724.8,448.7,581,366.5
5000,250,61.33458935,-139.1899118,596860,6801399,977.8,151.3,188,0,-0.009,-0.046,-0.047,-0.024,0.018,0.105,0.245,0.399,-0.138,-0.167,-0.191,-0.218,-0.225,-0.198,-0.143,0.095,0.047,0.028,0.045,0.063,0.074,0.043,-0.03,-0.149,-0.087,-0.068,-0.055,-0.026,0.008,0.044,0.042,-0.007,67.6,207.4,491.3,742.5,544.4,155.9,165.1,145.6
5000,500,61.33623517,-139.1867326,597025,6801587,1002.1,40.4,147,0,-0.256,-0.053,-0.042,0,0.038,0.093,0.117,0.111,-0.118,-0.178,-0.212,-0.245,-0.252,-0.226,-0.171,-0.094,0.124,0.059,0.053,0.062,0.063,0.049,0.029,-0.032,-0.091,-0.068,-0.054,-0.023,0.021,0.081,0.125,0.139,41,150.2,324.8,585.7,542.6,482.1,418,128
5000,750,61.33802624,-139.1836755,597183,6801791,990.7,40.7,263,0,-0.446,-0.038,-0.018,0.003,0.031,0.093,0.299,0.653,-0.048,-0.134,-0.152,-0.172,-0.176,-0.171,-0.121,0.045,0.028,0.055,0.045,0.061,0.077,0.083,0.02,-0.195,-0.039,-0.036,-0.033,-0.018,0.001,0.019,0.032,0.035,50.5,206.8,510.2,736.4,538.5,342.3,178.1,16.6
5000,1000,61.33945685,-139.1811998,597311,6801954,966.2,265.1,273,0,0.179,-0.017,-0.017,-0.016,-0.017,-0.014,-0.132,-0.246,-0.065,-0.025,-0.007,0.007,0.028,0.042,0.023,-0.019,0.091,0.019,0.024,0.031,0.046,0.068,0.094,0.08,-0.008,0.03,0.03,0.03,0.03,0.017,0.005,-0.001,34.6,179.6,521.7,830.8,708.4,253.2,147.5,45.8
5000,1000,61.33945685,-139.1811998,597311,6801954,966.2,346.6,223,0,-0.997,-0.05,-0.03,-0.032,-0.029,-0.034,,,0.083,-0.007,0.008,0.02,0.038,0.047,,,-0.059,0.019,0.019,0.028,0.046,0.075,0.053,-0.064,-0.044,0.027,0.033,0.032,0.033,0.025,0.016,-0.043,32,145.1,364.2,567.5,547.2,663.9,462.4,54.8
5000,1250,61.34134619,-139.1774446,597506,6802170,948,105.4,299,0,-0.901,0.003,0.017,0.027,0.032,-0.239,,,0.219,0.062,0.062,0.049,0.024,-0.018,,,0.193,0.038,0.026,0.025,0.02,0.082,0.086,0.124,-0.007,0.023,0,-0.034,-0.051,-0.052,-0.006,-0.072,24.7,157.1,495.5,763.9,573,41,183.6,98.5
5000,1500,61.34292716,-139.174137,597678,6802351,909.5,194.6,274,0.2,0.702,0.08,0.114,0.128,0.133,0.145,0.468,0.614,-0.086,0.109,0.121,0.109,0.07,0.019,-0.086,-0.08,-0.233,0.038,0.038,0.004,-0.026,-0.061,-0.096,0.035,0.233,0.049,0.005,-0.041,-0.066,-0.067,-0.056,-0.077,31.1,190.8,615.9,1029.6,828.2,194.7,48.5,9.2
5000,1750,61.3446646,-139.1711191,597834,6802549,902.2,188.5,240,0,0.088,0.159,0.184,0.212,0.226,0.138,,,0.164,0.188,0.233,0.252,0.242,0.234,,,0.14,0.1,0.074,0.049,0.016,0.007,-0.032,0.11,0.113,0.1,0.067,0.022,-0.002,-0.019,0.03,-0.02,34.7,157.8,380.8,742.9,605.7,60.7,25.6,17.8
5000,2000,61.34618612,-139.168076,597992,6802723,891.1,285.6,215,0,0.138,0.074,0.091,0.106,0.107,0.113,-0.009,-0.2,-0.019,0.165,0.207,0.211,0.182,0.143,0.083,0.272,0.244,0.069,0.039,0.01,-0.025,-0.034,-0.231,,0.111,0.088,0.045,-0.017,-0.056,-0.08,-0.134,,12.8,139.5,376.9,592,387.6,83,25.6,0
5000,2000,61.34618612,-139.168076,597992,6802723,891.1,1.4,212,0,,0.036,0.04,0.048,0.059,0.06,0.043,0.409,,0.191,0.239,0.244,0.209,0.164,0.115,0.319,0.142,0.052,0.027,0.009,-0.009,-0.018,-0.044,-0.041,0.155,0.098,0.051,-0.024,-0.071,-0.097,-0.108,-0.077,27.7,141.9,384.9,621.1,468.9,528.9,436.1,31.6
5000,2250,61.34794011,-139.1649629,598153,6802923,916.7,236.7,258,0,,0.077,0.089,0.078,0.037,-0.032,-0.048,,,0.144,0.158,0.149,0.11,0.07,0.011,,,0.049,0.011,-0.043,-0.063,-0.083,-0.177,,,0.08,0.021,-0.034,-0.068,-0.065,0.013,,24.8,112.3,413.1,684.7,469.5,292.3,221.9,76.2
5000,2500,61.34967013,-139.1620753,598302,6803120,935.2,130.2,123,0,0.039,0.041,0.026,-0.016,-0.067,-0.14,-0.203,-0.13,0.146,0.119,0.13,0.11,0.058,0.001,-0.04,-0.107,0.031,0.005,-0.034,-0.078,-0.112,-0.131,-0.142,-0.034,0.026,0.049,0.002,-0.056,-0.086,-0.087,-0.066,-0.053,42.5,147.8,363,486.8,418,418.4,218.8,20.1
